
daily
Date,Crop,Stage,TraDef,Tra,NDef,TempSum,AbBiom,Yield,LAI,TotBiomN,AbBiomN,Mois,Mois,Mois_7,Mois_8,Mois_9,Precip,Irrig,SurfTemp,STemp_1,STemp_2,STemp_3,Tmin,Tavg,Tmax,Wind,Globrad,Relhumid,NFert
j:Date,j:Crop,j:Stage,j:TraDef,j:Tra,j:NDef,j:TempSum,j:AbBiom,j:Yield,j:LAI,j:TotBiomN,j:AbBiomN,"j:[Mois, [1, 3, AVG]]","j:[Mois, [4, 6, AVG]]","j:[Mois, [7, 9]]","j:[Mois, [7, 9]]","j:[Mois, [7, 9]]",j:Precip,j:Irrig,j:SurfTemp,"j:[STemp, [1, 3]]","j:[STemp, [1, 3]]","j:[STemp, [1, 3]]",j:Tmin,j:Tavg,j:Tmax,j:Wind,j:Globrad,j:Relhumid,j:NFert
1990-01-01,,0,0,0,0,0,0,0,0,0,0,0.23447692251461985,0.21539999999999995,0.215,0.215,0.215,0.1,0,2.1,5.8,8.2,9.1,-1.6,-1.3,-1,0.9,1.3,93,0
1990-01-02,,0,0,0,0,0,0,0,0,0,0,0.2348384502923977,0.21539999999999995,0.215,0.215,0.215,0.1,0,-1.3,2.4,5.9,7.7,-1.7,-1.1,-1,0.6,1.35,91,0
1990-01-03,,0,0,0,0,0,0,0,0,0,0,0.2348384502923977,0.21539999999999995,0.215,0.215,0.215,0,0,-1.1,1.2,4.4,6.4,-2.7,-2,-1,2.9,1.37,83,0
1990-01-04,,0,0,0,0,0,0,0,0,0,0,0.2348384502923977,0.21539999999999995,0.215,0.215,0.215,0,0,-2,0.1,3.2,5.2,-3.5,-1.9,0,3.2,2.13,80,0
1990-01-05,,0,0,0,0,0,0,0,0,0,0,0.23840511695906433,0.21539999999999995,0.215,0.215,0.215,1,0,-1.9,-0.3,2.3,4.2,-1.6,-0.6,1,1.7,1.38,92,0
1990-01-06,,0,0,0,0,0,0,0,0,0,0,0.23840511695906433,0.21539999999999995,0.215,0.215,0.215,0,0,-0.1,0.3,2.1,3.6,-2.6,-1.2,0,2.1,1.51,92,0
1990-01-07,,0,0,0,0,0,0,0,0,0,0,0.23840511695906433,0.21539999999999995,0.215,0.215,0.215,0,0,-0.3,0.4,1.9,3.2,-3.8,-1.3,1,2.4,2.57,90,0
1990-01-08,,0,0,0,0,0,0,0,0,0,0,0.23840511695906433,0.21539999999999995,0.215,0.215,0.215,0,0,-0.3,0.4,1.7,2.9,-5.1,-2.4,0,2.2,1.44,91,0
1990-01-09,,0,0,0,0,0,0,0,0,0,0,0.23795396645144593,0.21539390993614313,0.215,0.215,0.215,0,0,-0.6,0.2,1.5,2.6,0.2,1.5,3,2.2,1.46,94,0
1990-01-10,,0,0,0,0,0,0,0,0,0,0,0.23975985462633723,0.21539124232541762,0.215,0.215,0.215,0.7,0,1.5,1.2,1.7,2.6,0.7,2.1,4,3.2,1.49,93,0
1990-01-11,,0,0,0,0,0,0,0,0,0,0,0.23905900461817317,0.21538099610309538,0.215,0.215,0.215,0,0,2,1.8,2.1,2.7,0.5,2.4,4,3.6,1.55,90,0
1990-01-12,,0,0,0,0,0,0,0,0,0,0,0.23891000766583,0.2153802425437812,0.215,0.215,0.215,0,0,2.6,2.3,2.5,2.9,-1.3,2.6,7,1.9,4.01,87,0
1990-01-13,,0,0,0,0,0,0,0,0,0,0,0.23848588498455336,0.21537809752492695,0.215,0.215,0.215,0,0,0.6,1.5,2.2,2.8,-1.4,-0.1,1,2.1,1.54,93,0
1990-01-14,,0,0,0,0,0,0,0,0,0,0,0.2391564405401089,0.21537809752492695,0.215,0.215,0.215,0.2,0,1.4,1.6,2.2,2.8,0.5,1.6,3,1.5,1.95,94,0
1990-01-15,,0,0,0,0,0,0,0,0,0,0,0.2378916719702858,0.21553498313648087,0.215,0.215,0.215,0,0,1.6,1.8,2.3,2.8,1.7,3.7,6,5,1.76,89,0
1990-01-16,,0,0,0,0,0,0,0,0,0,0,0.23613483758102047,0.21582434757929003,0.215,0.215,0.215,0,0,6,4.1,3.3,3.2,5.7,7.6,10,4.8,1.64,88,0
1990-01-17,,0,0,0,0,0,0,0,0,0,0,0.23620317619844003,0.21629610180442285,0.215,0.215,0.215,0.9,0,6.7,5.4,4.3,3.9,4,6.8,10,5.4,2.34,79,0
1990-01-18,,0,0,0,0,0,0,0,0,0,0,0.23436689993441787,0.21657457530791557,0.215,0.215,0.215,0,0,4.5,4.7,4.4,4.2,2.1,3.3,5,3.9,4.68,75,0
1990-01-19,,0,0,0,0,0,0,0,0,0,0,0.23268908988219386,0.2167362889222242,0.215,0.215,0.215,0,0,4.4,4.5,4.4,4.4,2.6,4.1,6,4.1,4.12,79,0
1990-01-20,,0,0,0,0,0,0,0,0,0,0,0.23105841541964978,0.21681992961512433,0.215,0.215,0.215,0,0,4.4,4.5,4.5,4.5,2.9,4.3,6,4.4,1.83,85,0
1990-01-21,,0,0,0,0,0,0,0,0,0,0,0.23442224564260994,0.21685555053159775,0.215,0.215,0.215,1.3,0,5.9,5.2,4.9,4.8,5.1,6.6,8,3.9,1.81,93,0
1990-01-22,,0,0,0,0,0,0,0,0,0,0,0.233424453881687,0.21686348053371018,0.216,0.215,0.215,0,0,5.8,5.5,5.1,5,4.5,6,7,3,4.91,82,0
1990-01-23,,0,0,0,0,0,0,0,0,0,0,0.2358931394924533,0.2168987967289041,0.216,0.215,0.215,1.3,0,6.8,6.1,5.5,5.3,4.4,7.2,10,5.8,3.9,83,0
1990-01-24,,0,0,0,0,0,0,0,0,0,0,0.24347963676349305,0.2260515188303678,0.225,0.224,0.222,8.7,0,5.3,5.6,5.5,5.4,1.4,4.5,8,6.8,4.35,79,0
1990-01-25,,0,0,0,0,0,0,0,0,0,0,0.2430555379818494,0.2270559988873316,0.227,0.227,0.227,7.9,0,6.3,5.9,5.7,5.6,2.3,6.8,11,8.1,1.92,81,0
1990-01-26,,0,0,0,0,0,0,0,0,0,0,0.24259363804742506,0.22638552388065913,0.226,0.226,0.226,5.1,0,5.4,5.6,5.6,5.6,2.1,5,8,7.5,3.82,79,0
1990-01-27,,0,0,0,0,0,0,0,0,0,0,0.23984730242220195,0.22426010968597365,0.225,0.225,0.225,1,0,4.6,5.1,5.4,5.6,1.5,4.2,7,5,4.53,78,0
1990-01-28,,0,0,0,0,0,0,0,0,0,0,0.23541271306116376,0.22255557426915543,0.223,0.224,0.224,0.2,0,5.5,5.4,5.4,5.5,2.7,6,9,5.4,2.15,69,0
1990-01-29,,0,0,0,0,0,0,0,0,0,0,0.23301538186920334,0.22122038877689643,0.222,0.223,0.223,0,0,5.3,5.4,5.5,5.6,2.5,5.1,8,3.8,7.66,76,0
1990-01-30,,0,0,0,0,0,0,0,0,0,0,0.23109683988790417,0.22025348116127527,0.221,0.222,0.222,0,0,4.7,5.1,5.3,5.5,1,4.3,8,4.2,3.4,83,0
1990-01-31,,0,0,0,0,0,0,0,0,0,0,0.22719541211709174,0.21949975565632493,0.221,0.221,0.221,0,0,7.4,6.4,5.8,5.7,6.2,8.6,11,4.9,3.61,68,0
1990-02-01,,0,0,0,0,0,0,0,0,0,0,0.22485776545992667,0.21889988875620756,0.22,0.22,0.221,0,0,7.8,7.1,6.4,6,4.9,7.7,11,2.7,3.46,73,0
1990-02-02,,0,0,0,0,0,0,0,0,0,0,0.22814989541805106,0.21842487324097984,0.22,0.22,0.22,1.7,0,6.7,6.7,6.5,6.2,4.5,6.4,8,4.9,4.59,77,0
1990-02-03,,0,0,0,0,0,0,0,0,0,0,0.2292552151556546,0.21803011196233632,0.219,0.22,0.22,1.4,0,6.8,6.7,6.5,6.4,3.6,6.8,10,5.9,2.19,72,0
1990-02-04,,0,0,0,0,0,0,0,0,0,0,0.2344208467605108,0.21772559547895431,0.219,0.219,0.22,2.1,0,6.4,6.5,6.5,6.4,4.4,6.3,8,5,7.63,75,0
1990-02-05,,0,0,0,0,0,0,0,0,0,0,0.23181335527376437,0.21747378432321818,0.219,0.219,0.219,0,0,7.1,6.8,6.6,6.5,2.3,7,12,2.6,9.13,66,0
1990-02-06,,0,0,0,0,0,0,0,0,0,0,0.230055749105891,0.217273147170995,0.218,0.219,0.219,0,0,6.6,6.6,6.6,6.5,-0.1,6,12,1.2,9.54,60,0
1990-02-07,,0,0,0,0,0,0,0,0,0,0,0.22597814079728476,0.21707686498441403,0.218,0.218,0.219,0,0,7.2,6.9,6.7,6.6,2.8,7.5,12,6.3,5.95,68,0
1990-02-08,,0,0,0,0,0,0,0,0,0,0,0.23345586572180452,0.2169091643233276,0.218,0.218,0.219,3.3,0,8.1,7.5,7,6.8,2.9,8.4,14,8.8,5.07,77,0
1990-02-09,,0,0,0,0,0,0,0,0,0,0,0.23314534920115193,0.21678531112011226,0.218,0.218,0.218,0.4,0,5.6,6.4,6.7,6.7,2.1,4.4,7,2.9,3.55,80,0
